_id,PX,MAIN_STREET,MIDBLOCK_ROUTE,SIDE1_STREET,SIDE2_STREET,PRIVATE_ACCESS,ADDITIONAL_INFO,ACTIVATIONDATE,SIGNALSYSTEM,NON_SYSTEM,CONTROL_MODE,PEDWALKSPEED,APS_OPERATION,NUMBEROFAPPROACHES,OBJECTID,GEO_ID,NODE_ID,AUDIBLEPEDSIGNAL,TRANSIT_PREEMPT,FIRE_PREEMPT,RAIL_PREEMPT,MI_PRINX,BICYCLE_SIGNAL,UPS,LED_BLANKOUT_SIGN,LPI_NORTH_IMPLEMENTATION_DATE,LPI_SOUTH_IMPLEMENTATION_DATE,LPI_EAST_IMPLEMENTATION_DATE,LPI_WEST_IMPLEMENTATION_DATE,LPI_COMMENT,geometry
69,0070,BAY ST,None,BLOOR ST W,None,None,None,1928-07-21T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,69,8408346,13463548,1,,,,69,,,,,,,,None,"{""coordinates"": [[-79.38950699924217, 43.66966899721278]], ""type"": ""MultiPoint""}"
70,0071,YORK ST,None,WELLINGTON ST W,None,None,None,1928-06-22T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,2,70,30073991,13467303,,,,,70,,,,2021-03-17T00:00:00,2021-03-17T00:00:00,2021-03-17T00:00:00,2021-03-17T00:00:00,None,"{""coordinates"": [[-79.38302899624347, 43.646604995716395]], ""type"": ""MultiPoint""}"
71,0072,KING ST W,None,YORK ST,None,None,None,1927-11-02T23:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,71,7930910,13467083,,1,,,71,,,,,,,,None,"{""coordinates"": [[-79.38357799865456, 43.64792400413353]], ""type"": ""MultiPoint""}"
72,0073,YORK ST,None,ADELAIDE ST W,None,None,None,1928-11-06T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Fixed Time,2,72,7929403,13466858,1,,,,72,,,,,,,,None,"{""coordinates"": [[-79.3841099990904, 43.649188003054284]], ""type"": ""MultiPoint""}"
73,0074,YORK ST,None,RICHMOND ST W,None,None,None,1928-11-06T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,73,14025283,13466666,1,,,,73,,,,2023-10-12T00:00:00,2023-10-12T00:00:00,2019-10-24T00:00:00,2019-10-24T00:00:00,North & South: Crosswalk,"{""coordinates"": [[-79.38465000334755, 43.65043999948295]], ""type"": ""MultiPoint""}"
74,0075,UNIVERSITY AVE,None,YORK ST,FRONT ST W,None,None,1928-06-14T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,74,14037155,13467506,,,,,74,,1,,2024-09-24T00:00:00,2024-09-24T00:00:00,2022-01-20T00:00:00,2022-01-20T00:00:00,None,"{""coordinates"": [[-79.38247099454976, 43.64529199702343]], ""type"": ""MultiPoint""}"
75,0076,UNIVERSITY AVE,None,WELLINGTON ST W,None,None,None,1932-02-17T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,75,3065748,13467345,1,,,,75,,,,,,,,None,"{""coordinates"": [[-79.38409900470066, 43.64638299569972]], ""type"": ""MultiPoint""}"
76,0077,UNIVERSITY AVE,None,KING ST W,None,None,None,1932-02-15T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,76,1145856,13467123,1,,,,76,,,1,,,,,None,"{""coordinates"": [[-79.38480600518135, 43.64766200326494]], ""type"": ""MultiPoint""}"
77,0078,UNIVERSITY AVE,None,ADELAIDE ST W,None,None,None,1932-12-02T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,77,7929431,13466931,1,,,,77,1,,,,,,,Removed north and south leg LPI on 2023-08-14 due to added EB left-turn phase (bike signal installation),"{""coordinates"": [[-79.3855560013834, 43.648869002318044]], ""type"": ""MultiPoint""}"
78,0079,UNIVERSITY AVE,None,RICHMOND ST W,None,None,None,1932-02-15T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,78,1145433,13466730,1,,,,78,,1,,2021-05-17T00:00:00,2021-05-17T00:00:00,2021-05-17T00:00:00,2021-05-17T00:00:00,None,"{""coordinates"": [[-79.38629099468032, 43.650086998941376]], ""type"": ""MultiPoint""}"
79,0080,UNIVERSITY AVE,None,QUEEN ST W,None,None,None,1932-05-15T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,79,1145286,13466604,1,,,,79,,1,1,,,2018-10-16T00:00:00,2018-10-16T00:00:00,North & South: Crosswalk,"{""coordinates"": [[-79.38662800465785, 43.65085199922532]], ""type"": ""MultiPoint""}"
80,0081,UNIVERSITY AVE,None,DUNDAS ST W,None,None,None,1928-06-28T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,80,1144662,13465980,1,,,,80,,,1,,,,,None,"{""coordinates"": [[-79.38831400215183, 43.654789997134145]], ""type"": ""MultiPoint""}"
81,0082,UNIVERSITY AVE,None,ELM ST,None,None,None,1958-06-17T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,81,12601293,13465733,1,,,,81,,1,,,,,,None,"{""coordinates"": [[-79.38896699599225, 43.65634700306382]], ""type"": ""MultiPoint""}"
82,0083,UNIVERSITY AVE,None,COLLEGE ST,None,None,None,1928-06-28T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,82,6345158,13465166,1,,,,82,,1,1,2022-01-20T00:00:00,2022-01-20T00:00:00,2022-01-20T00:00:00,2022-01-20T00:00:00,None,"{""coordinates"": [[-79.3904939972728, 43.6598580027243]], ""type"": ""MultiPoint""}"
83,0084,QUEENS PARK CRES E,None,WELLESLEY ST W,None,None,None,1950-07-26T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,83,8128875,13464585,1,,,,83,,,,2023-12-19T00:00:00,2023-12-19T00:00:00,2023-12-19T00:00:00,2023-12-19T00:00:00,None,"{""coordinates"": [[-79.39064800606879, 43.66358400387974]], ""type"": ""MultiPoint""}"
84,0085,QUEENS PARK CRES E,125m NORTH OF,ST JOSEPH ST,None,VICTORIA COLLEGE ACCESS,None,1947-11-24T00:00:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,1,84,30153692,30030178,1,,,,84,,,,,,,,None,"{""coordinates"": [[-79.39189100118585, 43.66592299562695]], ""type"": ""MultiPoint""}"
85,0086,AVENUE RD,None,BLOOR ST W,None,None,None,1928-07-21T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,85,1142361,13463747,,,,,85,,,,2022-11-22T00:00:00,2022-11-22T00:00:00,2021-11-09T00:00:00,2021-11-09T00:00:00,None,"{""coordinates"": [[-79.3941410047002, 43.66871999751978]], ""type"": ""MultiPoint""}"
86,0087,EGLINTON AVE E,None,BRENTCLIFFE RD,None,None,None,1966-07-04T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,86,30124300,13455720,1,,,,86,,,,,,,,None,"{""coordinates"": [[-79.35982399715343, 43.7146030015274]], ""type"": ""MultiPoint""}"
87,0088,EGLINTON AVE E,None,LAIRD DR,None,None,None,1958-01-31T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,87,11816845,13455899,1,1,,,87,,,,,,,,None,"{""coordinates"": [[-79.36480199454525, 43.71356499577587]], ""type"": ""MultiPoint""}"
88,0089,EGLINTON AVE E,None,RUMSEY RD,None,None,None,1958-12-29T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,88,304,13456085,1,,,,88,,,,2024-06-12T00:00:00,2024-06-12T00:00:00,2024-06-12T00:00:00,2024-06-12T00:00:00,None,"{""coordinates"": [[-79.36965900221685, 43.71257300062145]], ""type"": ""MultiPoint""}"
89,0090,EGLINTON AVE E,None,BAYVIEW AVE,None,None,None,1960-03-20T23:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,89,1138170,13456348,1,,,,89,,,,2025-10-29T00:00:00,2025-10-29T00:00:00,2025-10-29T00:00:00,2025-10-29T00:00:00,None,"{""coordinates"": [[-79.37715800352925, 43.71103599583471]], ""type"": ""MultiPoint""}"
90,0091,EGLINTON AVE E,None,BANFF RD,None,None,None,1953-08-10T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,90,9035659,13456522,,,,,90,,,,,,,,None,"{""coordinates"": [[-79.38224799839828, 43.71001999707975]], ""type"": ""MultiPoint""}"
91,0092,MOUNT PLEASANT RD,None,EGLINTON AVE E,None,None,None,1939-06-29T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,91,9035888,13456819,1,,,,91,,,,,,2025-12-01T00:00:00,2025-12-01T00:00:00,LPI on East and West legs,"{""coordinates"": [[-79.39019700208294, 43.708406997138695]], ""type"": ""MultiPoint""}"
92,0093,EGLINTON AVE E,None,REDPATH AVE,None,None,None,1961-05-30T00:00:00,TransSuite,None,SAP,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,92,1138280,13456902,1,1,,,92,,,,,,2018-11-07T00:00:00,2018-11-07T00:00:00,North & South: Crosswalk,"{""coordinates"": [[-79.39281899795603, 43.70786100244126]], ""type"": ""MultiPoint""}"
93,0094,EGLINTON AVE W,None,DUPLEX AVE,None,None,None,1953-10-03T23:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,93,11901981,13457135,,1,,,93,,,,,,,,None,"{""coordinates"": [[-79.40028199547251, 43.706350997480826]], ""type"": ""MultiPoint""}"
94,0095,EGLINTON AVE W,None,ORIOLE PKWY,None,None,None,1954-12-24T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,94,30098920,13457359,1,,,,94,,,,,,,,None,"{""coordinates"": [[-79.40613200327094, 43.705104999259206]], ""type"": ""MultiPoint""}"
95,0096,AVENUE RD,None,EGLINTON AVE W,None,None,None,1937-01-08T00:00:00,TransSuite,None,SA1,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",Pushbutton Actuated,4,95,8205774,13457449,1,,,,95,,,,2025-08-06T00:00:00,2025-08-06T00:00:00,2025-08-06T00:00:00,2025-08-06T00:00:00,None,"{""coordinates"": [[-79.40851599405057, 43.70459800006033]], ""type"": ""MultiPoint""}"
96,0097,EGLINTON AVE W,None,HEDDINGTON AVE,None,None,None,1952-12-20T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,96,8168653,13457668,,,,,96,,,,,,,,None,"{""coordinates"": [[-79.413882998765, 43.7034730044333]], ""type"": ""MultiPoint""}"
97,0098,EGLINTON AVE W,None,CHAPLIN CRES,None,None,None,1967-01-01T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,97,8166392,13457799,1,,1,,97,,,,,,,,None,"{""coordinates"": [[-79.41737899925175, 43.702719000435756]], ""type"": ""MultiPoint""}"
98,0099,EGLINTON AVE W,None,SPADINA RD,None,None,None,1976-08-09T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,98,8141100,13457863,,,1,,98,,,,,,,,"LPI removed on April 18, 2023 (Fire PE Location)","{""coordinates"": [[-79.41910799625717, 43.70235099564012]], ""type"": ""MultiPoint""}"
99,0100,BATHURST ST,None,EGLINTON AVE W,None,None,None,1967-01-01T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,99,12313155,13458084,1,,,,99,,,,,,,,None,"{""coordinates"": [[-79.42556100259776, 43.700992001276816]], ""type"": ""MultiPoint""}"
100,0101,EGLINTON AVE W,None,GLEN CEDAR RD,OLD PARK RD,None,None,1968-07-10T00:00:00,TransSuite,None,SAP,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,100,8594649,13458244,,,,,100,,,,2021-06-15T00:00:00,2021-06-15T00:00:00,2021-06-15T00:00:00,2021-06-15T00:00:00,None,"{""coordinates"": [[-79.43090599609515, 43.699850997113614]], ""type"": ""MultiPoint""}"
101,0102,EGLINTON AVE W,None,MARLEE AVE,None,None,None,1959-02-12T00:00:00,TransSuite,None,SA1,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,3,101,10663385,13458567,,,,,101,,,,,,,,None,"{""coordinates"": [[-79.43938999669547, 43.69803999942936]], ""type"": ""MultiPoint""}"
102,0103,EGLINTON AVE W,None,OAKWOOD AVE,None,None,None,1958-01-31T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,102,10663483,13458706,,,1,,102,,,,,,,,None,"{""coordinates"": [[-79.44279299484697, 43.6973020004568]], ""type"": ""MultiPoint""}"
103,0104,EGLINTON AVE W,None,NORTHCLIFFE BLVD,None,None,None,1958-01-31T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,103,8649755,13458928,1,,,,103,,,,,,2018-01-11T00:00:00,,"North & West: None, South: Crosswalk","{""coordinates"": [[-79.4476850020085, 43.69625799836335]], ""type"": ""MultiPoint""}"
104,0105,DUFFERIN ST,None,EGLINTON AVE W,None,None,None,1963-11-13T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,104,8432383,13459036,-1,,,,104,,,,,,,,None,"{""coordinates"": [[-79.4502780013068, 43.69569100332257]], ""type"": ""MultiPoint""}"
105,0106,EGLINTON AVE W,None,ENNERDALE RD,None,None,None,1958-01-31T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,105,8432020,13459187,,,,,105,,,,,,,,None,"{""coordinates"": [[-79.45349699735455, 43.694977997823955]], ""type"": ""MultiPoint""}"
106,0107,AVENUE RD,30m NORTH OF,ELGIN AVE,None,HAZELTON LANES,None,1989-12-09T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,106,30126050,,,,,,106,,,,,,,,None,"{""coordinates"": [[-79.39562400427238, 43.672135997349926]], ""type"": ""MultiPoint""}"
107,0108,AVENUE RD,None,DAVENPORT RD,None,None,None,1932-11-02T23:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,107,1141417,13462724,,,,,107,1,1,,,,2022-01-19T00:00:00,2022-01-19T00:00:00,None,"{""coordinates"": [[-79.39660499630713, 43.674724004454006]], ""type"": ""MultiPoint""}"
108,0109,AVENUE RD,None,DUPONT ST,None,None,None,1950-07-25T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,108,1140902,13462302,,,,,108,,,,2023-12-19T00:00:00,2023-12-19T00:00:00,,,None,"{""coordinates"": [[-79.39762599579336, 43.67720199669374]], ""type"": ""MultiPoint""}"
109,0110,AVENUE RD,None,COTTINGHAM ST,None,None,SOUTH INTERSECTION,1948-11-19T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,109,1140422,13461870,,,,,109,,,,2023-12-19T00:00:00,2023-12-19T00:00:00,2023-12-19T00:00:00,2023-12-19T00:00:00,None,"{""coordinates"": [[-79.39856199883434, 43.679554001965215]], ""type"": ""MultiPoint""}"
110,0111,AVENUE RD,None,BALMORAL AVE,None,None,None,1953-03-02T00:00:00,TransSuite,None,SAP,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,110,1139828,13461005,1,,,,110,,,,2016-12-06T00:00:00,2016-12-06T00:00:00,2023-12-19T00:00:00,2023-12-19T00:00:00,East & West: Crosswalk,"{""coordinates"": [[-79.40052999398443, 43.68430899958465]], ""type"": ""MultiPoint""}"
111,0112,ST CLAIR AVE W,None,AVENUE RD,None,None,None,1929-08-26T00:00:00,TransSuite,None,SA1,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,111,1139581,13460576,1,1,,,111,,,,,,,,None,"{""coordinates"": [[-79.40149499494869, 43.68664000311383]], ""type"": ""MultiPoint""}"
112,0113,AVENUE RD,None,LONSDALE RD,ORIOLE PKWY,None,None,1964-01-17T00:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,3,112,7254155,13459836,,,,,112,,,,,,,,None,"{""coordinates"": [[-79.40301700451026, 43.69078200162239]], ""type"": ""MultiPoint""}"
113,0114,ORIOLE PKWY,None,GORMLEY AVE,None,None,None,1957-01-28T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,113,1139059,13459295,,,,,113,,,,,,,,None,"{""coordinates"": [[-79.40189499686505, 43.69372699682964]], ""type"": ""MultiPoint""}"
114,0115,ORIOLE PKWY,None,CHAPLIN CRES,None,None,None,1950-07-28T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,114,13497196,13458486,,,,,114,,,,,,,,None,"{""coordinates"": [[-79.403320994897, 43.69792699800818]], ""type"": ""MultiPoint""}"
115,0116,AVENUE RD,None,CHAPLIN CRES,None,None,None,1948-09-12T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,115,1138872,13458353,,,,,115,,,,2021-04-13T00:00:00,2021-04-13T00:00:00,2025-08-06T00:00:00,2025-08-06T00:00:00,None,"{""coordinates"": [[-79.40615600522341, 43.69877800179315]], ""type"": ""MultiPoint""}"
116,0117,AVENUE RD,None,ST CLEMENTS AVE,None,None,None,1946-06-20T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,116,4030552,13456543,,,,,116,,1,,2021-06-23T00:00:00,2021-06-23T00:00:00,2021-06-23T00:00:00,2021-06-23T00:00:00,None,"{""coordinates"": [[-79.41113199525215, 43.71032900348077]], ""type"": ""MultiPoint""}"
117,0118,AVENUE RD,None,GLENGROVE AVE W,None,None,None,1948-09-24T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,117,8322761,13455466,,,,,117,,,,2021-12-01T00:00:00,2021-12-01T00:00:00,2021-12-01T00:00:00,2021-12-01T00:00:00,None,"{""coordinates"": [[-79.41347199999096, 43.71693800328654]], ""type"": ""MultiPoint""}"
118,0119,AVENUE RD,None,LAWRENCE AVE W,None,None,None,1958-01-31T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,118,444568,13454662,1,,,,118,,,,2025-08-13T00:00:00,2025-08-13T00:00:00,2025-08-13T00:00:00,2025-08-13T00:00:00,None,"{""coordinates"": [[-79.41560900609826, 43.72225500201316]], ""type"": ""MultiPoint""}"
119,0120,AVENUE RD,None,FAIRLAWN AVE,None,None,None,1958-01-31T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,119,444081,13453915,,,,,119,,,,,,,,None,"{""coordinates"": [[-79.41790599880946, 43.727901003128096]], ""type"": ""MultiPoint""}"
120,0121,AVENUE RD,None,BROOKE AVE,None,None,None,1958-01-31T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,120,10923887,13453045,,,,,120,,,,2025-08-08T00:00:00,2025-08-08T00:00:00,2025-08-08T00:00:00,2025-08-08T00:00:00,None,"{""coordinates"": [[-79.41949999666103, 43.733244000253606]], ""type"": ""MultiPoint""}"
121,0122,AVENUE RD,None,DUNBLAINE AVE,None,None,None,1957-07-18T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,121,443111,13452638,,,,,121,,,,,,,,None,"{""coordinates"": [[-79.42010300212766, 43.73592299971101]], ""type"": ""MultiPoint""}"
122,0123,AVENUE RD,None,WILSON AVE,None,None,None,1958-01-31T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,122,442716,13452017,,,,,122,,,,,2025-08-11T00:00:00,2025-08-11T00:00:00,2025-08-11T00:00:00,None,"{""coordinates"": [[-79.42164699521537, 43.73987099662295]], ""type"": ""MultiPoint""}"
123,0124,YONGE ST,None,YORK MILLS RD,WILSON AVE,None,None,1958-01-31T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,123,442021,13451297,,,,,123,,,,2024-11-07T00:00:00,2024-11-07T00:00:00,2024-11-07T00:00:00,2024-11-07T00:00:00,None,"{""coordinates"": [[-79.40672499987775, 43.74414899893843]], ""type"": ""MultiPoint""}"
124,0125,YONGE ST,None,SHEPPARD AVE,None,None,None,1958-01-31T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,124,9065947,13448689,1,,,,124,,,,2024-10-28T00:00:00,2024-10-28T00:00:00,2024-10-28T00:00:00,2024-10-28T00:00:00,None,"{""coordinates"": [[-79.41093699958492, 43.76150800212222]], ""type"": ""MultiPoint""}"
125,0126,YONGE ST,None,EMPRESS AVE,PARK HOME AVE,None,None,1959-01-29T00:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,125,7131365,13447597,,,,,125,,,,2024-10-30T00:00:00,2024-10-30T00:00:00,2024-10-30T00:00:00,2024-10-30T00:00:00,None,"{""coordinates"": [[-79.41290400557894, 43.769273997963495]], ""type"": ""MultiPoint""}"
126,0127,YONGE ST,None,CHURCH AVE,CHURCHILL AVE,None,None,1960-07-27T00:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,126,438495,13446936,,,1,,126,,,,,,,,None,"{""coordinates"": [[-79.4140299962903, 43.77377800044662]], ""type"": ""MultiPoint""}"
127,0128,YONGE ST,None,FINCH AVE,None,None,None,1958-01-31T00:00:00,TransSuite,None,SA1,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,127,9011793,13446142,1,,,,127,,,,,,,,None,"{""coordinates"": [[-79.41557700237014, 43.77976900322333]], ""type"": ""MultiPoint""}"
128,0129,YONGE ST,None,CUMMER AVE,DREWRY AVE,None,None,1958-01-31T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,128,7172010,13445250,1,1,,,128,,,,2024-10-24T00:00:00,2024-10-24T00:00:00,2024-10-24T00:00:00,2024-10-24T00:00:00,None,"{""coordinates"": [[-79.41734999433636, 43.787067999909226]], ""type"": ""MultiPoint""}"
129,0130,YONGE ST,None,MADAWASKA AVE,MOORE PARK AVE,None,None,1958-01-31T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,129,436828,13444390,1,,,,129,,,,2024-10-22T00:00:00,2024-10-22T00:00:00,2022-12-01T00:00:00,2022-12-01T00:00:00,None,"{""coordinates"": [[-79.41901399734036, 43.79381000044626]], ""type"": ""MultiPoint""}"
130,0131,YONGE ST,None,STEELES AVE,None,None,None,1958-01-31T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,130,436631,13443870,-1,,,,130,,,,2024-10-22T00:00:00,2024-10-22T00:00:00,2024-10-22T00:00:00,2024-10-22T00:00:00,None,"{""coordinates"": [[-79.42008399836311, 43.79799899781678]], ""type"": ""MultiPoint""}"
131,0132,MOUNT PLEASANT RD,None,ELM AVE,None,None,None,1950-02-06T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,131,7950526,13462712,,,,,131,,,,2019-12-05T00:00:00,2019-12-05T00:00:00,2024-08-27T00:00:00,2024-08-27T00:00:00,None,"{""coordinates"": [[-79.38019000162419, 43.674539995744105]], ""type"": ""MultiPoint""}"
132,0133,MOUNT PLEASANT RD,None,INGLEWOOD DR,None,None,None,1950-05-19T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,132,1139369,13460221,,,,,132,,,,2024-08-27T00:00:00,2024-08-27T00:00:00,2024-08-27T00:00:00,2024-08-27T00:00:00,None,"{""coordinates"": [[-79.38358399679491, 43.688320000617985]], ""type"": ""MultiPoint""}"
133,0134,MOUNT PLEASANT RD,None,ST CLAIR AVE E,None,None,None,1950-05-23T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,133,1139253,13459852,,,,,133,,,,,,,,None,"{""coordinates"": [[-79.38332799991409, 43.69037199974231]], ""type"": ""MultiPoint""}"
134,0135,MOUNT PLEASANT RD,None,MOORE AVE,None,None,None,1957-02-15T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,134,1139081,13459279,1,,,,134,,,,2023-03-30T00:00:00,2023-03-30T00:00:00,2024-02-05T00:00:00,2023-03-30T00:00:00,None,"{""coordinates"": [[-79.38466599851314, 43.693573002794146]], ""type"": ""MultiPoint""}"
135,0136,MOUNT PLEASANT RD,None,MERTON ST,None,None,None,1948-09-12T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,135,30040259,13458404,,,,,135,,,,2023-03-30T00:00:00,2023-03-30T00:00:00,2023-03-30T00:00:00,2023-03-30T00:00:00,None,"{""coordinates"": [[-79.38647800389944, 43.698173998086595]], ""type"": ""MultiPoint""}"
136,0137,MOUNT PLEASANT RD,None,DAVISVILLE AVE,None,None,None,1948-09-27T23:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,136,30120134,13458104,1,,,,136,,,,2023-03-16T00:00:00,2023-03-16T00:00:00,2023-03-16T00:00:00,2023-03-16T00:00:00,"Dynamic LPI on the North, South, and West crosswalks.","{""coordinates"": [[-79.3869729976405, 43.70031199633542]], ""type"": ""MultiPoint""}"
